,month,tas,tas_pi,model,period,region,co2_exp,tas_anom,tas_obs,error,mae
30,1,19.41375875259064,7.635756659610081,GFDL-CM2.1,eocene,northern_hemisphere,3.0,11.778002092980557,,,
31,1,24.327335375244957,7.635756659610081,GFDL-CM2.1,eocene,northern_hemisphere,6.0,16.691578715634876,,,
32,1,12.023352609267477,7.635756659610081,GFDL-CM2.1,eocene,northern_hemisphere,1.0,4.3875959496573955,,,
33,1,14.732841280215382,6.820217355106536,MIROC4m,eocene,northern_hemisphere,2.0,7.912623925108846,,,
34,1,18.374597979762655,6.820217355106536,MIROC4m,eocene,northern_hemisphere,3.0,11.554380624656119,,,
35,1,10.355987184714422,6.820217355106536,MIROC4m,eocene,northern_hemisphere,1.0,3.5357698296078865,,,
36,1,21.16780367632839,7.745507124660492,COSMOS-landveg-r2413,eocene,northern_hemisphere,4.0,13.422296551667898,,,
37,1,18.835274205195503,7.745507124660492,COSMOS-landveg-r2413,eocene,northern_hemisphere,3.0,11.089767080535012,,,
38,1,9.237677646716122,7.745507124660492,COSMOS-landveg-r2413,eocene,northern_hemisphere,1.0,1.4921705220556305,,,
39,1,17.62710948125647,6.3455517255640075,INM-CM4-8,eocene,northern_hemisphere,6.0,11.28155775569246,,,
40,1,14.513635253906273,5.128503417968773,HadCM3BL-M2.1aN,eocene,northern_hemisphere,2.0,9.3851318359375,,,
41,1,20.219140625000023,5.128503417968773,HadCM3BL-M2.1aN,eocene,northern_hemisphere,3.0,15.09063720703125,,,
42,1,10.112268066406273,5.128503417968773,HadCM3BL-M2.1aN,eocene,northern_hemisphere,1.0,4.9837646484375,,,
43,1,15.593621826171898,7.386346435546898,HadCM3B-M2.1aN,eocene,northern_hemisphere,2.0,8.207275390625,,,
44,1,19.646905517578148,7.386346435546898,HadCM3B-M2.1aN,eocene,northern_hemisphere,3.0,12.26055908203125,,,
45,1,11.439630126953148,7.386346435546898,HadCM3B-M2.1aN,eocene,northern_hemisphere,1.0,4.05328369140625,,,
46,1,19.613254824748083,6.2769575170938765,CESM1.2-CAM5,eocene,northern_hemisphere,3.0,13.336297307654206,,,
47,1,24.767162329750818,6.2769575170938765,CESM1.2-CAM5,eocene,northern_hemisphere,6.0,18.49020481265694,,,
48,1,12.056127314027947,6.2769575170938765,CESM1.2-CAM5,eocene,northern_hemisphere,1.0,5.77916979693407,,,
49,1,30.54750669798517,6.2769575170938765,CESM1.2-CAM5,eocene,northern_hemisphere,9.0,24.270549180891294,,,
50,1,13.456384277343773,6.700463867187523,IPSLCM5A2,eocene,northern_hemisphere,1.5,6.75592041015625,,,
51,1,19.319177246093773,6.700463867187523,IPSLCM5A2,eocene,northern_hemisphere,3.0,12.61871337890625,,,
52,1,23.468561544574698,11.277944073474714,NorESM1-F,eocene,southern_hemisphere,2.0,12.190617471099984,,,
53,1,26.19503747238798,11.277944073474714,NorESM1-F,eocene,southern_hemisphere,4.0,14.917093398913266,,,
54,1,29.014858172558547,19.92451369184778,GFDL-CM2.1,eocene,southern_hemisphere,2.0,9.090344480710769,,,
55,1,33.63404200416528,19.92451369184778,GFDL-CM2.1,eocene,southern_hemisphere,4.0,13.709528312317502,,,
56,1,31.547299078114122,19.92451369184778,GFDL-CM2.1,eocene,southern_hemisphere,3.0,11.622785386266344,,,
57,1,36.45349872246561,19.92451369184778,GFDL-CM2.1,eocene,southern_hemisphere,6.0,16.528985030617832,,,
58,1,25.417773623387745,19.92451369184778,GFDL-CM2.1,eocene,southern_hemisphere,1.0,5.493259931539967,,,
59,1,24.403743866780644,15.208920249006269,MIROC4m,eocene,southern_hemisphere,2.0,9.194823617774375,,,
60,1,27.389045021948107,15.208920249006269,MIROC4m,eocene,southern_hemisphere,3.0,12.180124772941838,,,
61,1,20.683030056443044,15.208920249006269,MIROC4m,eocene,southern_hemisphere,1.0,5.4741098074367756,,,
62,1,30.890630605378533,15.906099308141052,COSMOS-landveg-r2413,eocene,southern_hemisphere,4.0,14.984531297237481,,,
63,1,29.48753549489743,15.906099308141052,COSMOS-landveg-r2413,eocene,southern_hemisphere,3.0,13.581436186756378,,,
64,1,21.219599343656967,15.906099308141052,COSMOS-landveg-r2413,eocene,southern_hemisphere,1.0,5.313500035515915,,,
65,1,27.60371642544726,15.853795076248218,INM-CM4-8,eocene,southern_hemisphere,6.0,11.749921349199042,,,
66,1,26.222680664062523,16.846429443359398,HadCM3BL-M2.1aN,eocene,southern_hemisphere,2.0,9.376251220703125,,,
67,1,30.687341308593773,16.846429443359398,HadCM3BL-M2.1aN,eocene,southern_hemisphere,3.0,13.840911865234375,,,
68,1,22.004083251953148,16.846429443359398,HadCM3BL-M2.1aN,eocene,southern_hemisphere,1.0,5.15765380859375,,,
69,1,25.553887939453148,16.795007324218773,HadCM3B-M2.1aN,eocene,southern_hemisphere,2.0,8.758880615234375,,,
70,1,29.318872070312523,16.795007324218773,HadCM3B-M2.1aN,eocene,southern_hemisphere,3.0,12.52386474609375,,,
71,1,21.891076660156273,16.795007324218773,HadCM3B-M2.1aN,eocene,southern_hemisphere,1.0,5.0960693359375,,,
72,1,29.291285691979112,15.949057976793199,CESM1.2-CAM5,eocene,southern_hemisphere,3.0,13.342227715185913,,,
73,1,33.70478709628139,15.949057976793199,CESM1.2-CAM5,eocene,southern_hemisphere,6.0,17.755729119488194,,,
74,1,22.885801237115345,15.949057976793199,CESM1.2-CAM5,eocene,southern_hemisphere,1.0,6.936743260322146,,,
75,1,39.570106875551176,15.949057976793199,CESM1.2-CAM5,eocene,southern_hemisphere,9.0,23.621048898757977,,,
76,1,23.618768310546898,15.610803222656273,IPSLCM5A2,eocene,southern_hemisphere,1.5,8.007965087890625,,,
77,1,29.517327880859398,15.610803222656273,IPSLCM5A2,eocene,southern_hemisphere,3.0,13.906524658203125,,,
78,1,28.3741392325353,24.381619745818455,NorESM1-F,eocene,tropics,2.0,3.9925194867168443,,,
79,1,30.664053127269256,24.381619745818455,NorESM1-F,eocene,tropics,4.0,6.282433381450801,,,
80,1,30.760058121202235,24.911150536699893,GFDL-CM2.1,eocene,tropics,2.0,5.848907584502342,,,
81,1,34.83022017184635,24.911150536699893,GFDL-CM2.1,eocene,tropics,4.0,9.919069635146457,,,
82,1,32.94841086413561,24.911150536699893,GFDL-CM2.1,eocene,tropics,3.0,8.037260327435717,,,
83,1,37.11531123051361,24.911150536699893,GFDL-CM2.1,eocene,tropics,6.0,12.20416069381372,,,
84,1,27.61694757165492,24.911150536699893,GFDL-CM2.1,eocene,tropics,1.0,2.705797034955026,,,
85,1,28.538424456677944,22.468140821345628,MIROC4m,eocene,tropics,2.0,6.070283635332316,,,
86,1,31.28534131681937,22.468140821345628,MIROC4m,eocene,tropics,3.0,8.817200495473742,,,
87,1,24.95159881126557,22.468140821345628,MIROC4m,eocene,tropics,1.0,2.483457989919941,,,
88,1,36.144452666835775,24.162048809055932,COSMOS-landveg-r2413,eocene,tropics,4.0,11.982403857779843,,,
89,1,34.63295977797077,24.162048809055932,COSMOS-landveg-r2413,eocene,tropics,3.0,10.470910968914836,,,
90,1,26.711172894853178,24.162048809055932,COSMOS-landveg-r2413,eocene,tropics,1.0,2.5491240857972457,,,
91,1,31.51286126177223,22.51028619661861,INM-CM4-8,eocene,tropics,6.0,9.002575065153621,,,
92,1,30.639520263671898,23.106195068359398,HadCM3BL-M2.1aN,eocene,tropics,2.0,7.5333251953125,,,
93,1,34.7036071777344,23.106195068359398,HadCM3BL-M2.1aN,eocene,tropics,3.0,11.597412109375,,,
94,1,27.052362060546898,23.106195068359398,HadCM3BL-M2.1aN,eocene,tropics,1.0,3.9461669921875,,,
95,1,30.263482666015648,23.868371582031273,HadCM3B-M2.1aN,eocene,tropics,2.0,6.395111083984375,,,
96,1,33.55730590820315,23.868371582031273,HadCM3B-M2.1aN,eocene,tropics,3.0,9.688934326171875,,,
97,1,27.097772216796898,23.868371582031273,HadCM3B-M2.1aN,eocene,tropics,1.0,3.229400634765625,,,
98,1,32.16806767606727,23.13373472618474,CESM1.2-CAM5,eocene,tropics,3.0,9.034332949882526,,,
99,1,36.56073102084429,23.13373472618474,CESM1.2-CAM5,eocene,tropics,6.0,13.426996294659546,,,
100,1,26.610976139564173,23.13373472618474,CESM1.2-CAM5,eocene,tropics,1.0,3.4772414133794314,,,
101,1,41.76963589079628,23.13373472618474,CESM1.2-CAM5,eocene,tropics,9.0,18.63590116461154,,,
102,1,28.427697753906273,22.887048339843773,IPSLCM5A2,eocene,tropics,1.5,5.5406494140625,,,
103,1,33.31105957031252,22.887048339843773,IPSLCM5A2,eocene,tropics,3.0,10.42401123046875,,,
104,1,7.109474385674673,11.16070752855154,INM-CM4-8,lgm,global,,-4.0512331428768675,-5.707073327713981,0.4156814265800486,1.6558401848371131
105,1,7.80170804395641,11.576296338636098,MPI-ESM1-2-LR,lgm,global,,-3.7745882946796883,-5.707073327713981,0.4156814265800486,1.9324850330342924
106,1,5.238102482577517,12.256055759661024,CESM2-FV2,lgm,global,,-7.017953277083507,-5.707073327713981,0.4156814265800486,1.310879949369526
107,1,-0.3841087453042178,6.476001681909963,INM-CM4-8,lgm,northern_hemisphere,,-6.860110427214181,-8.285432313422012,0.4706620371188468,1.425321886207831
108,1,2.3667085054233326,7.410181817529065,MPI-ESM1-2-LR,lgm,northern_hemisphere,,-5.043473312105732,-8.285432313422012,0.4706620371188468,3.24195900131628
109,1,-1.0022091887799434,8.238022651092876,CESM2-FV2,lgm,northern_hemisphere,,-9.24023183987282,-8.285432313422012,0.4706620371188468,0.9547995264508078
110,1,14.603057516657827,15.84541337519687,INM-CM4-8,lgm,southern_hemisphere,,-1.2423558585390424,-3.1287143420055523,0.360700816041226,1.88635848346651
111,1,13.23670758249392,15.742410859747963,MPI-ESM1-2-LR,lgm,southern_hemisphere,,-2.5057032772540424,-3.1287143420055523,0.360700816041226,0.6230110647515099
112,1,11.478414153920028,16.274088868214278,CESM2-FV2,lgm,southern_hemisphere,,-4.79567471429425,-3.1287143420055523,0.360700816041226,1.666960372288698
113,1,20.311346523869645,22.53541651687425,INM-CM4-8,lgm,tropics,,-2.224069993004605,-3.324307486089331,0.2185564487452337,1.1002374930847263
114,1,21.16071383276443,23.19763027248092,MPI-ESM1-2-LR,lgm,tropics,,-2.0369164397164923,-3.324307486089331,0.2185564487452337,1.2873910463728389
115,1,18.855087954294845,23.63569070577347,CESM2-FV2,lgm,tropics,,-4.780602751478625,-3.324307486089331,0.2185564487452337,1.456295265389294
116,1,11.461671468815041,12.674149703107503,NorESM2-LM,lig127k,global,,-1.2124782342924618,,,
117,1,11.985500896299243,12.509434298712222,ACCESS-ESM1-5,lig127k,global,,-0.5239334024129789,,,
118,1,11.150431836769599,11.988391537892937,HadGEM3-GC31-LL,lig127k,global,,-0.8379597011233386,,,
119,1,11.139610346094798,12.146673840147002,CESM2,lig127k,global,,-1.007063494052204,,,
120,1,9.991820467683453,11.16070752855154,INM-CM4-8,lig127k,global,,-1.1688870608680872,,,
121,1,11.012721800360055,12.082649664924702,GISS-E2-1-G,lig127k,global,,-1.0699278645646473,,,
122,1,9.300469970703148,10.643670654296898,IPSL-CM6A-LR,lig127k,global,,-1.34320068359375,,,
123,1,10.468246733545925,11.136014759626505,EC-Earth3-LR,lig127k,global,,-0.6677680260805801,,,
124,1,11.184704522422464,12.579789683341971,NorESM1-F,lig127k,global,,-1.395085160919507,,,
125,1,9.577881623432177,10.910290855696985,AWI-ESM-1-1-LR,lig127k,global,,-1.3324092322648085,,,
126,1,9.477468289418937,10.812140020365973,FGOALS-f3-L,lig127k,global,,-1.3346717309470364,,,
127,1,11.212821215715906,11.836205144348696,FGOALS-g3,lig127k,global,,-0.6233839286327907,,,
128,1,7.016975913287183,8.436909438936254,NorESM2-LM,lig127k,northern_hemisphere,,-1.4199335256490713,,,
129,1,7.788337760835077,8.406192797657354,ACCESS-ESM1-5,lig127k,northern_hemisphere,,-0.6178550368222773,,,
130,1,6.515378639240794,7.1018024559373885,HadGEM3-GC31-LL,lig127k,northern_hemisphere,,-0.5864238166965947,,,
131,1,7.047583947815724,8.295533133399374,CESM2,lig127k,northern_hemisphere,,-1.24794918558365,,,
132,1,5.0974311356192175,6.476001681909963,INM-CM4-8,lig127k,northern_hemisphere,,-1.3785705462907458,,,
133,1,6.317476804801629,7.546594850306121,GISS-E2-1-G,lig127k,northern_hemisphere,,-1.2291180455044923,,,
134,1,4.409783935546898,5.970239257812523,IPSL-CM6A-LR,lig127k,northern_hemisphere,,-1.560455322265625,,,
135,1,5.030954473928432,5.375802985237442,EC-Earth3-LR,lig127k,northern_hemisphere,,-0.34484851130901006,,,
136,1,6.727039830218416,8.40417793462177,NorESM1-F,lig127k,northern_hemisphere,,-1.6771381044033546,,,
137,1,5.025652055494106,6.880297458539246,AWI-ESM-1-1-LR,lig127k,northern_hemisphere,,-1.85464540304514,,,
138,1,4.150237354347269,5.771178112326027,FGOALS-f3-L,lig127k,northern_hemisphere,,-1.620940757978758,,,
139,1,6.133605648026958,7.075320166350934,FGOALS-g3,lig127k,northern_hemisphere,,-0.9417145183239768,,,
140,1,15.906367024327494,16.9113899672638,NorESM2-LM,lig127k,southern_hemisphere,,-1.0050229429363071,,,
141,1,16.477766510488948,16.91423972800976,ACCESS-ESM1-5,lig127k,southern_hemisphere,,-0.43647321752081325,,,
142,1,15.785485034308579,16.874980619857638,HadGEM3-GC31-LL,lig127k,southern_hemisphere,,-1.0894955855490593,,,
143,1,15.231636744378989,15.997814546899178,CESM2,lig127k,southern_hemisphere,,-0.7661778025201897,,,
144,1,14.886209799751612,15.84541337519687,INM-CM4-8,lig127k,southern_hemisphere,,-0.9592035754452581,,,
145,1,15.707966795917457,16.61870447953845,GISS-E2-1-G,lig127k,southern_hemisphere,,-0.9107376836209937,,,
146,1,14.493249511718773,15.611688232421898,IPSL-CM6A-LR,lig127k,southern_hemisphere,,-1.118438720703125,,,
147,1,15.9055389931587,16.896226534010452,EC-Earth3-LR,lig127k,southern_hemisphere,,-0.9906875408517521,,,
148,1,15.642369214610426,16.75540143204705,NorESM1-F,lig127k,southern_hemisphere,,-1.1130322174366256,,,
149,1,14.130111191375363,14.94028425285967,AWI-ESM-1-1-LR,lig127k,southern_hemisphere,,-0.8101730614843063,,,
150,1,14.804699224482306,15.85310192839762,FGOALS-f3-L,lig127k,southern_hemisphere,,-1.0484027039153148,,,
151,1,16.29203678340832,16.597090122351517,FGOALS-g3,lig127k,southern_hemisphere,,-0.3050533389431962,,,
152,1,22.507312054887223,23.948961933773887,NorESM2-LM,lig127k,tropics,,-1.4416498788866647,,,
153,1,22.981231166624582,23.950874202831983,ACCESS-ESM1-5,lig127k,tropics,,-0.9696430362074011,,,
154,1,22.827264511534736,23.976219833097616,HadGEM3-GC31-LL,lig127k,tropics,,-1.1489553215628803,,,
155,1,22.460470776030263,23.70762574168964,CESM2,lig127k,tropics,,-1.2471549656593766,,,
156,1,21.341971884702843,22.53541651687425,INM-CM4-8,lig127k,tropics,,-1.1934446321714063,,,
157,1,22.961211589935772,24.251678820213215,GISS-E2-1-G,lig127k,tropics,,-1.290467230277443,,,
158,1,20.939813232421898,22.347680664062523,IPSL-CM6A-LR,lig127k,tropics,,-1.407867431640625,,,
159,1,21.116199180637466,22.302646690869324,EC-Earth3-LR,lig127k,tropics,,-1.186447510231858,,,
160,1,22.22861302181599,23.724951477297054,NorESM1-F,lig127k,tropics,,-1.496338455481066,,,
161,1,20.97398678916568,22.460933366067593,AWI-ESM-1-1-LR,lig127k,tropics,,-1.4869465769019143,,,
162,1,21.21818421023829,22.578488886448838,FGOALS-f3-L,lig127k,tropics,,-1.3603046762105464,,,
163,1,22.376204716770076,23.356264860121826,FGOALS-g3,lig127k,tropics,,-0.98006014335175,,,
164,1,12.197895461158168,12.674149703107503,NorESM2-LM,midHolocene,global,,-0.4762542419493343,,,
165,1,12.054512310601808,12.509434298712222,ACCESS-ESM1-5,midHolocene,global,,-0.4549219881104136,,,
166,1,11.356546179423276,11.988391537892937,HadGEM3-GC31-LL,midHolocene,global,,-0.6318453584696613,,,
167,1,11.830207880587466,12.146673840147002,CESM2,midHolocene,global,,-0.3164659595595367,,,
168,1,10.650483714242625,11.16070752855154,INM-CM4-8,midHolocene,global,,-0.5102238143089153,,,
169,1,11.000258969078232,11.576296338636098,MPI-ESM1-2-LR,midHolocene,global,,-0.5760373695578664,,,
170,1,11.58558653754966,12.082649664924702,GISS-E2-1-G,midHolocene,global,,-0.49706312737504277,,,
171,1,11.694118070932007,12.083810370793628,MRI-ESM2-0,midHolocene,global,,-0.3896922998616219,,,
172,1,9.969842529296898,10.643670654296898,IPSL-CM6A-LR,midHolocene,global,,-0.673828125,,,
173,1,10.902425439494891,11.136014759626505,EC-Earth3-LR,midHolocene,global,,-0.23358932013161393,,,
174,1,11.959870713762882,12.579789683341971,NorESM1-F,midHolocene,global,,-0.6199189695790892,,,
175,1,10.237304045867461,10.910290855696985,AWI-ESM-1-1-LR,midHolocene,global,,-0.6729868098295242,,,
176,1,10.311938472145982,10.812140020365973,FGOALS-f3-L,midHolocene,global,,-0.5002015482199909,,,
177,1,11.430707298203743,11.836205144348696,FGOALS-g3,midHolocene,global,,-0.40549784614495366,,,
178,1,11.129254303511232,11.429674675635567,NESM3,midHolocene,global,,-0.3004203721243357,,,
179,1,7.891684641670508,8.436909438936254,NorESM2-LM,midHolocene,northern_hemisphere,,-0.545224797265746,,,
180,1,7.903776735251768,8.406192797657354,ACCESS-ESM1-5,midHolocene,northern_hemisphere,,-0.5024160624055867,,,
181,1,6.471688728720494,7.1018024559373885,HadGEM3-GC31-LL,midHolocene,northern_hemisphere,,-0.6301137272168944,,,
182,1,7.8888349932485085,8.295533133399374,CESM2,midHolocene,northern_hemisphere,,-0.4066981401508656,,,
183,1,5.780063248044939,6.476001681909963,INM-CM4-8,midHolocene,northern_hemisphere,,-0.6959384338650239,,,
184,1,6.550452258886992,7.410181817529065,MPI-ESM1-2-LR,midHolocene,northern_hemisphere,,-0.8597295586420728,,,
185,1,6.960266106520919,7.546594850306121,GISS-E2-1-G,midHolocene,northern_hemisphere,,-0.5863287437852023,,,
186,1,7.747540675378616,8.229290490412666,MRI-ESM2-0,midHolocene,northern_hemisphere,,-0.4817498150340498,,,
187,1,5.063256835937523,5.970239257812523,IPSL-CM6A-LR,midHolocene,northern_hemisphere,,-0.906982421875,,,
188,1,5.189671516278736,5.375802985237442,EC-Earth3-LR,midHolocene,northern_hemisphere,,-0.18613146895870614,,,
189,1,7.566227928135447,8.40417793462177,NorESM1-F,midHolocene,northern_hemisphere,,-0.8379500064863237,,,
190,1,5.8977626450681555,6.880297458539246,AWI-ESM-1-1-LR,midHolocene,northern_hemisphere,,-0.9825348134710907,,,
191,1,5.086264511824481,5.771178112326027,FGOALS-f3-L,midHolocene,northern_hemisphere,,-0.6849136005015453,,,
192,1,6.400557036728344,7.075320166350934,FGOALS-g3,midHolocene,northern_hemisphere,,-0.6747631296225904,,,
193,1,5.803304016573293,6.30728947275702,NESM3,midHolocene,northern_hemisphere,,-0.5039854561837274,,,
194,1,16.504106280632413,16.9113899672638,NorESM2-LM,midHolocene,southern_hemisphere,,-0.4072836866313878,,,
195,1,16.50084063623217,16.91423972800976,ACCESS-ESM1-5,midHolocene,southern_hemisphere,,-0.4133990917775918,,,
196,1,16.241403630135608,16.874980619857638,HadGEM3-GC31-LL,midHolocene,southern_hemisphere,,-0.6335769897220302,,,
197,1,15.77158076793296,15.997814546899178,CESM2,midHolocene,southern_hemisphere,,-0.22623377896621832,,,
198,1,15.52090418044429,15.84541337519687,INM-CM4-8,midHolocene,southern_hemisphere,,-0.32450919475257933,,,
199,1,15.450065679273848,15.742410859747963,MPI-ESM1-2-LR,midHolocene,southern_hemisphere,,-0.29234518047411484,,,
200,1,16.21090696856845,16.61870447953845,GISS-E2-1-G,midHolocene,southern_hemisphere,,-0.40779751096999917,,,
201,1,15.640695466481077,15.938330251170385,MRI-ESM2-0,midHolocene,southern_hemisphere,,-0.2976347846893077,,,
202,1,15.174920654296898,15.611688232421898,IPSL-CM6A-LR,midHolocene,southern_hemisphere,,-0.436767578125,,,
203,1,16.61517936270542,16.896226534010452,EC-Earth3-LR,midHolocene,southern_hemisphere,,-0.2810471713050333,,,
204,1,16.353513499375538,16.75540143204705,NorESM1-F,midHolocene,southern_hemisphere,,-0.4018879326715137,,,
205,1,14.576845446670632,14.94028425285967,AWI-ESM-1-1-LR,midHolocene,southern_hemisphere,,-0.3634388061890377,,,
206,1,15.537612432458843,15.85310192839762,FGOALS-f3-L,midHolocene,southern_hemisphere,,-0.3154894959387775,,,
207,1,16.460857559684882,16.597090122351517,FGOALS-g3,midHolocene,southern_hemisphere,,-0.13623256266663475,,,
208,1,16.455204590454628,16.552059878518605,NESM3,midHolocene,southern_hemisphere,,-0.0968552880639777,,,
209,1,23.37851010917666,23.948961933773887,NorESM2-LM,midHolocene,tropics,,-0.5704518245972281,,,
210,1,23.29789222764697,23.950874202831983,ACCESS-ESM1-5,midHolocene,tropics,,-0.6529819751850141,,,
211,1,23.243896356919663,23.976219833097616,HadGEM3-GC31-LL,midHolocene,tropics,,-0.7323234761779531,,,
212,1,23.226690048118428,23.70762574168964,CESM2,midHolocene,tropics,,-0.4809356935712117,,,
213,1,22.013878778943422,22.53541651687425,INM-CM4-8,midHolocene,tropics,,-0.5215377379308279,,,
214,1,22.499020447988357,23.19763027248092,MPI-ESM1-2-LR,midHolocene,tropics,,-0.6986098244925643,,,
215,1,23.65833095894726,24.251678820213215,GISS-E2-1-G,midHolocene,tropics,,-0.5933478612659542,,,
216,1,23.129910712873766,23.736382122671557,MRI-ESM2-0,midHolocene,tropics,,-0.6064714097977912,,,
217,1,21.701043701171898,22.347680664062523,IPSL-CM6A-LR,midHolocene,tropics,,-0.646636962890625,,,
218,1,21.816462300869944,22.302646690869324,EC-Earth3-LR,midHolocene,tropics,,-0.4861843899993801,,,
219,1,23.115510818807763,23.724951477297054,NorESM1-F,midHolocene,tropics,,-0.6094406584892909,,,
220,1,21.6773122971951,22.460933366067593,AWI-ESM-1-1-LR,midHolocene,tropics,,-0.7836210688724918,,,
221,1,22.016448928049158,22.578488886448838,FGOALS-f3-L,midHolocene,tropics,,-0.56203995839968,,,
222,1,22.887556313497157,23.356264860121826,FGOALS-g3,midHolocene,tropics,,-0.46870854662466854,,,
223,1,23.018549875876943,23.47477122519564,NESM3,midHolocene,tropics,,-0.45622134931869596,,,
224,1,17.05650265146653,11.988391537892937,HadGEM3-GC31-LL,midPliocene-eoi400,global,,5.068111113573593,,,
225,1,16.931884942143085,12.146673840147002,CESM2,midPliocene-eoi400,global,,4.785211101996083,,,
226,1,14.292721759284518,12.082649664924702,GISS-E2-1-G,midPliocene-eoi400,global,,2.210072094359816,,,
227,1,13.812585449218773,10.643670654296898,IPSL-CM6A-LR,midPliocene-eoi400,global,,3.168914794921875,,,
228,1,15.731598078955415,11.136014759626505,EC-Earth3-LR,midPliocene-eoi400,global,,4.5955833193289095,,,
229,1,14.138228542549427,12.579789683341971,NorESM1-F,midPliocene-eoi400,global,,1.558438859207456,,,
230,1,13.127653894057573,7.1018024559373885,HadGEM3-GC31-LL,midPliocene-eoi400,northern_hemisphere,,6.025851438120185,,,
231,1,13.516593011599184,8.295533133399374,CESM2,midPliocene-eoi400,northern_hemisphere,,5.22105987819981,,,
232,1,9.80175826049134,7.546594850306121,GISS-E2-1-G,midPliocene-eoi400,northern_hemisphere,,2.2551634101852187,,,
233,1,9.396539306640648,5.970239257812523,IPSL-CM6A-LR,midPliocene-eoi400,northern_hemisphere,,3.426300048828125,,,
234,1,10.901779930167208,5.375802985237442,EC-Earth3-LR,midPliocene-eoi400,northern_hemisphere,,5.525976944929766,,,
235,1,10.23462892154049,8.40417793462177,NorESM1-F,midPliocene-eoi400,northern_hemisphere,,1.83045098691872,,,
236,1,20.98535140888538,16.874980619857638,HadGEM3-GC31-LL,midPliocene-eoi400,southern_hemisphere,,4.110370789027741,,,
237,1,20.347176872692387,15.997814546899178,CESM2,midPliocene-eoi400,southern_hemisphere,,4.349362325793209,,,
238,1,18.783685258076275,16.61870447953845,GISS-E2-1-G,midPliocene-eoi400,southern_hemisphere,,2.1649807785378243,,,
239,1,18.502038574218773,15.611688232421898,IPSL-CM6A-LR,midPliocene-eoi400,southern_hemisphere,,2.890350341796875,,,
240,1,20.561416227737993,16.896226534010452,EC-Earth3-LR,midPliocene-eoi400,southern_hemisphere,,3.665189693727541,,,
